Season,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP,Sv%,Winner
2010-2011,Luca Sbisa,Anaheim,68,923:15:00,1,7,4,8,55,77,112,1.82,0.07,0.45,0.26,0.52,3.57,5,7.28,4.5,31.8,36.4,0,0
2015-2016,Luca Sbisa,Vancouver,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Lucas Lessio,Arizona,26,319:29:00,2,3,1,5,43,52,61,4.65,0.38,0.56,0.19,0.94,8.08,9.77,11.46,28.6,42.9,71.4,0,0
2013-2014,Luke Adam,Buffalo,12,145:21:00,1,0,0,1,15,21,33,6.67,0.41,0,0,0.41,6.19,8.67,13.62,33.3,0,33.3,0,0
2011-2012,Luke Adam,Buffalo,52,549:32:00,10,7,3,17,70,103,132,14.29,1.09,0.76,0.33,1.86,7.64,11.25,14.41,50,35,85,0,0
2010-2011,Luke Adam,Buffalo,19,179:44:00,3,0,0,3,25,34,39,12,1,0,0,1,8.35,11.35,13.02,75,0,75,0,0
2014-2015,Luke Gazdic,Edmonton,40,294:41:00,2,1,0,3,26,38,46,7.69,0.41,0.2,0,0.61,5.29,7.74,9.37,33.3,16.7,50,0,0
2013-2014,Luke Gazdic,Edmonton,67,384:40:00,2,2,1,4,29,38,50,6.9,0.31,0.31,0.16,0.62,4.52,5.93,7.8,33.3,33.3,66.7,0,0
2015-2016,Luke Gazdic,Edmonton,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Luke Glendening,Detroit,82,886:56:00,9,6,2,15,85,106,124,10.59,0.61,0.41,0.14,1.01,5.75,7.17,8.39,32.1,21.4,53.6,0,0
2013-2014,Luke Glendening,Detroit,56,605:01:00,1,6,6,7,45,58,68,2.22,0.1,0.59,0.59,0.69,4.46,5.75,6.74,7.7,46.2,53.8,0,0
2015-2016,Luke Glendening,Detroit,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Luke Schenn,Philadelphia,58,883:33:00,3,10,5,13,63,82,146,4.76,0.2,0.68,0.34,0.88,4.28,5.57,9.91,8.8,29.4,38.2,0,0
2013-2014,Luke Schenn,Philadelphia,79,1108:43:00,4,7,5,11,73,101,176,5.48,0.22,0.38,0.27,0.6,3.95,5.47,9.52,8.5,14.9,23.4,0,0
2012-2013,Luke Schenn,Philadelphia,47,825:14:00,1,7,2,8,69,90,137,1.45,0.07,0.51,0.15,0.58,5.02,6.54,9.96,3,21.2,24.2,0,0
2011-2012,Luke Schenn,Toronto,79,1125:59:00,1,18,7,19,74,116,177,1.35,0.05,0.96,0.37,1.01,3.94,6.18,9.43,2,36,38,0,0
2010-2011,Luke Schenn,Toronto,82,1455:48:00,5,16,10,21,102,147,257,4.9,0.21,0.66,0.41,0.87,4.2,6.06,10.59,8.5,27.1,35.6,0,0
2015-2016,Luke Schenn,Philadelphia,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Luke Witkowski,Tampa Bay,16,226:07:00,0,0,0,0,9,15,27,0,0,0,0,0,2.39,3.98,7.16,0,0,0,0,0
2014-2015,Mackenzie Skapski,New York Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978,
2013-2014,Magnus Hellberg,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,
2014-2015,Magnus Paajarvi,St. Louis,10,94:35:00,0,0,0,0,9,12,14,0,0,0,0,0,5.71,7.61,8.88,0,0,0,0,0
2013-2014,Magnus Paajarvi,St. Louis,55,543:45:00,6,5,3,11,59,74,103,10.17,0.66,0.55,0.33,1.21,6.51,8.17,11.37,40,33.3,73.3,0,0
2012-2013,Magnus Paajarvi,Edmonton,42,499:28:00,6,7,4,13,66,80,97,9.09,0.72,0.84,0.48,1.56,7.93,9.61,11.65,30,35,65,0,0
2011-2012,Magnus Paajarvi,Edmonton,41,477:06:00,2,4,1,6,65,85,111,3.08,0.25,0.5,0.13,0.75,8.17,10.69,13.96,25,50,75,0,0
2010-2011,Magnus Paajarvi,Edmonton,80,1039:27:00,10,13,7,23,149,197,261,6.71,0.58,0.75,0.4,1.33,8.6,11.37,15.07,30.3,39.4,69.7,0,0
2015-2016,Magnus Paajarvi,St. Louis,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Malcolm Subban,Boston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
2014-2015,Manny Malhotra,Montreal,58,477:54:00,1,3,1,4,42,58,74,2.38,0.13,0.38,0.13,0.5,5.27,7.28,9.29,14.3,42.9,57.1,0,0
2013-2014,Manny Malhotra,Carolina,69,662:42:00,5,3,2,8,46,60,78,10.87,0.45,0.27,0.18,0.72,4.16,5.43,7.06,26.3,15.8,42.1,0,0
2012-2013,Manny Malhotra,Vancouver,9,71:52:00,0,0,0,0,2,4,6,0,0,0,0,0,1.67,3.34,5.01,0,0,0,0,0
2011-2012,Manny Malhotra,Vancouver,78,755:38:00,6,11,4,17,54,70,93,11.11,0.48,0.87,0.32,1.35,4.29,5.56,7.38,25,45.8,70.8,0,0
2010-2011,Manny Malhotra,Vancouver,72,867:58:00,7,10,6,17,88,124,159,7.95,0.48,0.69,0.41,1.18,6.08,8.57,10.99,25,35.7,60.7,0,0
2014-2015,Marc Methot,Ottawa,45,870:48:00,1,9,2,10,41,57,81,2.44,0.07,0.62,0.14,0.69,2.83,3.93,5.58,2.5,22.5,25,0,0
2013-2014,Marc Methot,Ottawa,75,1308:57:00,4,13,5,17,99,131,177,4.04,0.18,0.6,0.23,0.78,4.54,6,8.11,7.1,23.2,30.4,0,0
2012-2013,Marc Methot,Ottawa,47,845:02:00,2,6,4,8,45,59,85,4.44,0.14,0.43,0.28,0.57,3.2,4.19,6.04,6.9,20.7,27.6,0,0
2011-2012,Marc Methot,Columbus,46,767:38:00,1,5,3,6,36,50,75,2.78,0.08,0.39,0.23,0.47,2.81,3.91,5.86,6.2,31.2,37.5,0,0
2010-2011,Marc Methot,Columbus,74,1165:06:00,0,12,7,12,49,77,115,0,0,0.62,0.36,0.62,2.52,3.97,5.92,0,26.7,26.7,0,0
2015-2016,Marc Methot,Ottawa,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Marc Savard,Boston,25,302:08:00,2,4,2,6,35,48,60,5.71,0.4,0.79,0.4,1.19,6.95,9.53,11.92,18.2,36.4,54.5,0,1
2015-2016,Marc Savard,Florida,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Marc Staal,New York Rangers,80,1445:18:00,5,11,3,16,87,121,185,5.75,0.21,0.46,0.12,0.66,3.61,5.02,7.68,8.8,19.3,28.1,0,0
2013-2014,Marc Staal,New York Rangers,72,1249:22:00,2,8,4,10,84,122,194,2.38,0.1,0.38,0.19,0.48,4.03,5.86,9.32,4.8,19,23.8,0,0
2012-2013,Marc Staal,New York Rangers,21,411:50:00,1,7,3,8,14,28,54,7.14,0.15,1.02,0.44,1.17,2.04,4.08,7.87,5.3,36.8,42.1,0,0
2011-2012,Marc Staal,New York Rangers,46,774:28:00,1,1,1,2,48,65,93,2.08,0.08,0.08,0.08,0.15,3.72,5.04,7.21,4,4,8,0,0
2010-2011,Marc Staal,New York Rangers,77,1435:37:00,1,13,5,14,74,113,161,1.35,0.04,0.54,0.21,0.59,3.09,4.72,6.73,2.1,27.1,29.2,0,0
2015-2016,Marc Staal,New York Rangers,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Marc-Andre Bergeron,Carolina,25,260:26:00,1,2,1,3,29,43,66,3.45,0.23,0.46,0.23,0.69,6.68,9.91,15.21,12.5,25,37.5,0,0
2011-2012,Marc-Andre Bergeron,Tampa Bay,43,658:12:00,3,10,6,13,48,78,130,6.25,0.27,0.91,0.55,1.19,4.38,7.11,11.85,8.3,27.8,36.1,0,0
2010-2011,Marc-Andre Bergeron,Tampa Bay,23,234:02:00,1,3,1,4,20,35,58,5,0.26,0.77,0.26,1.03,5.13,8.97,14.87,14.3,42.9,57.1,0,0
2011-2012,Marc-Andre Bourdon,Philadelphia,45,662:31:00,4,3,0,7,41,61,95,9.76,0.36,0.27,0,0.63,3.71,5.52,8.6,13.8,10.3,24.1,0,0
2014-2015,Marc-Andre Cliche,Colorado,74,614:56:00,2,4,3,6,58,68,88,3.45,0.2,0.39,0.29,0.59,5.66,6.63,8.59,14.3,28.6,42.9,0,0
2013-2014,Marc-Andre Cliche,Colorado,76,597:49:00,1,4,2,5,55,71,87,1.82,0.1,0.4,0.2,0.5,5.52,7.13,8.73,12.5,50,62.5,0,0
2015-2016,Marc-Andre Cliche,Colorado,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Marc-Andre Fleury,Pittsburgh,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Marc-Andre Fleury,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,
2013-2014,Marc-Andre Fleury,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,
2012-2013,Marc-Andre Fleury,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916,
2011-2012,Marc-Andre Fleury,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913,
2010-2011,Marc-Andre Fleury,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,
2011-2012,Marc-Andre Gragnani,Vancouver,58,750:50:00,1,6,2,7,35,43,58,2.86,0.08,0.48,0.16,0.56,2.8,3.44,4.63,3.2,19.4,22.6,0,0
2010-2011,Marc-Andre Gragnani,Buffalo,9,112:37:00,0,0,0,0,2,5,9,0,0,0,0,0,1.07,2.66,4.79,0,0,0,0,0
2011-2012,Marc-Antoine Pouliot,Arizona,13,143:45:00,0,4,2,4,18,26,32,0,0,1.67,0.83,1.67,7.51,10.85,13.36,0,66.7,66.7,0,0
2014-2015,Marc-Edouard Vlasic,San Jose,70,1200:24:00,5,9,4,14,68,106,184,7.35,0.25,0.45,0.2,0.7,3.4,5.3,9.2,11.1,20,31.1,0,0
2013-2014,Marc-Edouard Vlasic,San Jose,81,1356:47:00,4,14,8,18,112,182,285,3.57,0.18,0.62,0.35,0.8,4.95,8.05,12.6,6.7,23.3,30,0,0
2012-2013,Marc-Edouard Vlasic,San Jose,48,822:39:00,3,3,1,6,47,76,119,6.38,0.22,0.22,0.07,0.44,3.43,5.54,8.68,9.1,9.1,18.2,0,0
2011-2012,Marc-Edouard Vlasic,San Jose,82,1576:55:00,3,15,6,18,105,170,255,2.86,0.11,0.57,0.23,0.68,4,6.47,9.7,5,25,30,0,0
2010-2011,Marc-Edouard Vlasic,San Jose,80,1344:26:00,4,10,7,14,89,147,223,4.49,0.18,0.45,0.31,0.62,3.97,6.56,9.95,7.3,18.2,25.5,0,0
2015-2016,Marc-Edouard Vlasic,San Jose,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Marcel Goc,St. Louis,74,667:29:00,3,5,1,8,67,93,115,4.48,0.27,0.45,0.09,0.72,6.02,8.36,10.34,23.1,38.5,61.5,0,0
2013-2014,Marcel Goc,Pittsburgh,74,935:35:00,9,11,2,20,93,138,187,9.68,0.58,0.71,0.13,1.28,5.96,8.85,11.99,29,35.5,64.5,0,0
2012-2013,Marcel Goc,Florida,42,583:07:00,4,7,5,11,74,94,118,5.41,0.41,0.72,0.51,1.13,7.61,9.67,12.14,20,35,55,0,0
2011-2012,Marcel Goc,Florida,57,776:42:00,7,13,9,20,81,102,127,8.64,0.54,1,0.7,1.54,6.26,7.88,9.81,25,46.4,71.4,0,0
2010-2011,Marcel Goc,Nashville,51,686:01:00,8,13,3,21,102,126,159,7.84,0.7,1.14,0.26,1.84,8.92,11.02,13.91,24.2,39.4,63.6,0,0
2014-2015,Marco Scandella,Minnesota,64,1129:38:00,8,5,4,13,91,137,211,8.79,0.42,0.27,0.21,0.69,4.83,7.28,11.21,17,10.6,27.7,0,0
2013-2014,Marco Scandella,Minnesota,76,1197:19:00,3,14,5,17,71,109,172,4.23,0.15,0.7,0.25,0.85,3.56,5.46,8.62,6.8,31.8,38.6,0,0
2012-2013,Marco Scandella,Minnesota,6,75:02:00,1,0,0,1,7,9,13,14.29,0.8,0,0,0.8,5.6,7.2,10.4,25,0,25,0,0
2011-2012,Marco Scandella,Minnesota,63,1030:05:00,1,3,1,4,54,80,124,1.85,0.06,0.17,0.06,0.23,3.15,4.66,7.22,4.5,13.6,18.2,0,0
2010-2011,Marco Scandella,Minnesota,20,271:09:00,0,1,1,1,10,14,23,0,0,0.22,0.22,0.22,2.21,3.1,5.09,0,14.3,14.3,0,0
2015-2016,Marco Scandella,Minnesota,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Marco Sturm,Florida,48,489:08:00,3,2,2,5,59,70,93,5.08,0.37,0.25,0.25,0.61,7.24,8.59,11.41,27.3,18.2,45.5,0,0
2010-2011,Marco Sturm,Washington,35,422:31:00,4,8,4,12,51,76,87,7.84,0.57,1.14,0.57,1.7,7.24,10.79,12.35,23.5,47.1,70.6,0,0
2014-2015,Marcus Foligno,Buffalo,57,757:22:00,7,10,8,17,53,71,86,13.21,0.55,0.79,0.63,1.35,4.2,5.62,6.81,28,40,68,0,0
2013-2014,Marcus Foligno,Buffalo,74,920:11:00,6,11,6,17,70,91,109,8.57,0.39,0.72,0.39,1.11,4.56,5.93,7.11,26.1,47.8,73.9,0,0
2012-2013,Marcus Foligno,Buffalo,47,550:20:00,4,8,4,12,47,63,81,8.51,0.44,0.87,0.44,1.31,5.12,6.87,8.83,18.2,36.4,54.5,0,0
2011-2012,Marcus Foligno,Buffalo,14,199:48:00,4,6,1,10,20,33,40,20,1.2,1.8,0.3,3,6.01,9.91,12.01,22.2,33.3,55.6,0,0
2015-2016,Marcus Foligno,Buffalo,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Marcus Johansson,Washington,82,1028:57:00,15,13,7,28,108,149,204,13.89,0.87,0.76,0.41,1.63,6.3,8.69,11.9,38.5,33.3,71.8,0,0
2013-2014,Marcus Johansson,Washington,80,1067:21:00,2,19,16,21,72,96,122,2.78,0.11,1.07,0.9,1.18,4.05,5.4,6.86,5.7,54.3,60,0,0
2012-2013,Marcus Johansson,Washington,34,450:26:00,3,13,7,16,32,43,56,9.38,0.4,1.73,0.93,2.13,4.26,5.73,7.46,12,52,64,0,0
2011-2012,Marcus Johansson,Washington,80,1061:20:00,13,21,14,34,74,98,140,17.57,0.73,1.19,0.79,1.92,4.18,5.54,7.91,26.5,42.9,69.4,0,0
2010-2011,Marcus Johansson,Washington,69,832:17:00,10,11,9,21,85,108,149,11.76,0.72,0.79,0.65,1.51,6.13,7.79,10.74,29.4,32.4,61.8,0,0
2015-2016,Marcus Johansson,Washington,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Marcus Kruger,Chicago,81,853:43:00,7,9,6,16,117,141,173,5.98,0.49,0.63,0.42,1.12,8.22,9.91,12.16,36.8,47.4,84.2,0,1
2013-2014,Marcus Kruger,Chicago,81,879:02:00,7,17,12,24,84,107,133,8.33,0.48,1.16,0.82,1.64,5.73,7.3,9.08,22.6,54.8,77.4,0,0
2012-2013,Marcus Kruger,Chicago,47,519:09:00,3,6,3,9,46,56,68,6.52,0.35,0.69,0.35,1.04,5.32,6.47,7.86,18.8,37.5,56.2,0,1
2011-2012,Marcus Kruger,Chicago,71,858:54:00,9,13,7,22,78,100,115,11.54,0.63,0.91,0.49,1.54,5.45,6.99,8.03,24.3,35.1,59.5,0,0
2010-2011,Marcus Kruger,Chicago,7,74:51:00,0,0,0,0,7,10,13,0,0,0,0,0,5.61,8.02,10.42,0,0,0,0,0
2015-2016,Marcus Kruger,Chicago,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Marek Mazanec,Nashville,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Marek Mazanec,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,
2013-2014,Marek Mazanec,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,
2010-2011,Marek Svatos,Ottawa,28,294:41:00,4,4,3,8,44,57,72,9.09,0.81,0.81,0.61,1.63,8.96,11.61,14.66,33.3,33.3,66.7,0,0
2014-2015,Marek Zidlicky,Detroit,84,1421:24:00,1,12,5,13,83,117,185,1.2,0.04,0.51,0.21,0.55,3.5,4.94,7.81,2.2,26.7,28.9,0,0
2013-2014,Marek Zidlicky,New Jersey,81,1410:10:00,2,17,9,19,80,111,160,2.5,0.09,0.72,0.38,0.81,3.4,4.72,6.81,4.3,37,41.3,0,0
2012-2013,Marek Zidlicky,New Jersey,48,767:45:00,3,3,2,6,58,88,139,5.17,0.23,0.23,0.16,0.47,4.53,6.88,10.86,14.3,14.3,28.6,0,0
2011-2012,Marek Zidlicky,New Jersey,63,1031:19:00,0,12,8,12,41,58,100,0,0,0.7,0.47,0.7,2.39,3.37,5.82,0,35.3,35.3,0,0
2010-2011,Marek Zidlicky,Minnesota,46,701:34:00,4,9,5,13,24,41,66,16.67,0.34,0.77,0.43,1.11,2.05,3.51,5.64,18.2,40.9,59.1,0,0
2014-2015,Marian Gaborik,Los Angeles,69,915:21:00,13,13,8,26,125,168,211,10.4,0.85,0.85,0.52,1.7,8.19,11.01,13.83,29.5,29.5,59.1,0,0
2013-2014,Marian Gaborik,Los Angeles,41,543:46:00,9,13,7,22,78,105,128,11.54,0.99,1.43,0.77,2.43,8.61,11.59,14.12,30,43.3,73.3,0,1
2012-2013,Marian Gaborik,Columbus,47,699:36:00,9,6,5,15,122,147,181,7.38,0.77,0.51,0.43,1.29,10.46,12.61,15.52,34.6,23.1,57.7,0,0
2011-2012,Marian Gaborik,New York Rangers,82,1204:10:00,26,20,14,46,186,242,294,13.98,1.3,1,0.7,2.29,9.27,12.06,14.65,45.6,35.1,80.7,0,0
2010-2011,Marian Gaborik,New York Rangers,62,840:56:00,14,17,9,31,134,178,219,10.45,1,1.21,0.64,2.21,9.56,12.7,15.63,36.8,44.7,81.6,0,0
2015-2016,Marian Gaborik,Los Angeles,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Marian Hossa,Chicago,82,1119:48:00,11,26,15,37,184,235,327,5.98,0.59,1.39,0.8,1.98,9.86,12.59,17.52,20.4,48.1,68.5,0,1
2013-2014,Marian Hossa,Chicago,72,1003:42:00,17,18,11,35,176,218,306,9.66,1.02,1.08,0.66,2.09,10.52,13.03,18.29,34,36,70,0,0
2012-2013,Marian Hossa,Chicago,40,514:04:00,8,10,5,18,73,100,133,10.96,0.93,1.17,0.58,2.1,8.52,11.67,15.52,30.8,38.5,69.2,0,1
2011-2012,Marian Hossa,Chicago,81,1138:29:00,16,27,16,43,166,222,297,9.64,0.84,1.42,0.84,2.27,8.75,11.7,15.65,30.2,50.9,81.1,0,0
2010-2011,Marian Hossa,Chicago,65,930:37:00,12,19,9,31,135,170,217,8.89,0.77,1.23,0.58,2,8.7,10.96,13.99,31.6,50,81.6,0,0
2015-2016,Marian Hossa,Chicago,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Mark Arcobello,Arizona,77,976:58:00,13,9,4,22,107,153,200,12.15,0.8,0.55,0.25,1.35,6.57,9.4,12.28,41.9,29,71,0,0
2013-2014,Mark Arcobello,Edmonton,41,490:05:00,3,12,7,15,58,86,113,5.17,0.37,1.47,0.86,1.84,7.1,10.53,13.83,17.6,70.6,88.2,0,0
2015-2016,Mark Arcobello,Toronto,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Mark Barberio,Tampa Bay,52,805:35:00,1,6,2,7,51,75,115,1.96,0.07,0.45,0.15,0.52,3.8,5.59,8.57,4.2,25,29.2,0,0
2013-2014,Mark Barberio,Tampa Bay,49,653:42:00,4,5,0,9,47,67,107,8.51,0.37,0.46,0,0.83,4.31,6.15,9.82,12.9,16.1,29,0,0
2015-2016,Mark Barberio,Montreal,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Mark Borowiecki,Ottawa,63,838:38:00,1,8,4,9,29,49,76,3.45,0.07,0.57,0.29,0.64,2.07,3.51,5.44,2.9,23.5,26.5,0,0
2013-2014,Mark Borowiecki,Ottawa,13,142:01:00,1,0,0,1,6,7,15,16.67,0.42,0,0,0.42,2.53,2.96,6.34,33.3,0,33.3,0,0
2012-2013,Mark Borowiecki,Ottawa,6,63:17:00,0,0,0,0,1,1,4,0,0,0,0,0,0.95,0.95,3.79,0,0,0,0,0
2015-2016,Mark Borowiecki,Ottawa,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Mark Cundari,Calgary,4,66:58:00,0,0,0,0,5,9,12,0,0,0,0,0,4.48,8.06,10.75,0,0,0,0,0
2015-2016,Mark Cundari,San Jose,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Mark Dekanich,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,
2012-2013,Mark Eaton,Pittsburgh,23,359:01:00,0,0,0,0,6,12,29,0,0,0,0,0,1,2.01,4.85,0,0,0,0,0
2011-2012,Mark Eaton,New York Islanders,62,841:15:00,0,3,2,3,41,56,78,0,0,0.21,0.14,0.21,2.92,3.99,5.56,0,13.6,13.6,0,0
2010-2011,Mark Eaton,New York Islanders,34,542:57:00,0,2,1,2,23,37,54,0,0,0.22,0.11,0.22,2.54,4.09,5.97,0,11.8,11.8,0,0
2014-2015,Mark Fayne,Edmonton,74,1088:15:00,2,4,1,6,64,88,164,3.12,0.11,0.22,0.06,0.33,3.53,4.85,9.04,7.1,14.3,21.4,0,0
2013-2014,Mark Fayne,New Jersey,72,1142:08:00,3,7,3,10,81,111,179,3.7,0.16,0.37,0.16,0.53,4.26,5.83,9.4,8.1,18.9,27,0,0
2012-2013,Mark Fayne,New Jersey,31,463:45:00,0,5,2,5,29,43,75,0,0,0.65,0.26,0.65,3.75,5.56,9.7,0,27.8,27.8,0,0
2011-2012,Mark Fayne,New Jersey,82,1339:42:00,3,9,2,12,74,104,167,4.05,0.13,0.4,0.09,0.54,3.31,4.66,7.48,5.9,17.6,23.5,0,0
2010-2011,Mark Fayne,New Jersey,57,899:10:00,4,5,3,9,66,89,128,6.06,0.27,0.33,0.2,0.6,4.4,5.94,8.54,11.8,14.7,26.5,0,0
2015-2016,Mark Fayne,Edmonton,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Mark Fistric,Anaheim,9,123:33:00,0,0,0,0,1,6,9,0,0,0,0,0,0.49,2.91,4.37,0,0,0,0,0
2013-2014,Mark Fistric,Anaheim,34,456:10:00,0,3,1,3,21,32,44,0,0,0.39,0.13,0.39,2.76,4.21,5.79,0,15,15,0,0
2012-2013,Mark Fistric,Edmonton,25,326:53:00,0,6,4,6,9,23,32,0,0,1.1,0.73,1.1,1.65,4.22,5.87,0,54.5,54.5,0,0
2011-2012,Mark Fistric,Dallas,60,833:40:00,0,2,0,2,28,58,86,0,0,0.14,0,0.14,2.02,4.17,6.19,0,9.1,9.1,0,0
2010-2011,Mark Fistric,Dallas,57,726:57:00,2,2,1,4,26,50,81,7.69,0.17,0.17,0.08,0.33,2.15,4.13,6.69,7.4,7.4,14.8,0,0
2011-2012,Mark Flood,Winnipeg,33,421:21:00,2,3,1,5,19,38,55,10.53,0.28,0.43,0.14,0.71,2.71,5.41,7.83,16.7,25,41.7,0,0
2014-2015,Mark Fraser,New Jersey,34,484:24:00,0,2,1,2,18,32,49,0,0,0.25,0.12,0.25,2.23,3.96,6.07,0,15.4,15.4,0,0
2013-2014,Mark Fraser,Edmonton,42,550:25:00,1,1,1,2,11,23,37,9.09,0.11,0.11,0.11,0.22,1.2,2.51,4.03,7.1,7.1,14.3,0,0
2012-2013,Mark Fraser,Toronto,45,660:46:00,0,7,6,7,33,49,89,0,0,0.64,0.54,0.64,3,4.45,8.08,0,16.7,16.7,0,0
2010-2011,Mark Fraser,New Jersey,26,324:47:00,0,2,2,2,15,26,36,0,0,0.37,0.37,0.37,2.77,4.8,6.65,0,20,20,0,0
2014-2015,Mark Giordano,Calgary,61,1114:33:00,4,18,7,22,87,137,221,4.6,0.22,0.97,0.38,1.18,4.68,7.38,11.9,9.5,42.9,52.4,0,0
2013-2014,Mark Giordano,Calgary,64,1141:09:00,7,15,7,22,114,162,260,6.14,0.37,0.79,0.37,1.16,5.99,8.52,13.67,15.2,32.6,47.8,0,0
2012-2013,Mark Giordano,Calgary,47,819:19:00,1,7,5,8,40,62,104,2.5,0.07,0.51,0.37,0.59,2.93,4.54,7.62,2.4,17.1,19.5,0,0
2011-2012,Mark Giordano,Calgary,61,999:22:00,4,10,6,14,81,111,178,4.94,0.24,0.6,0.36,0.84,4.86,6.66,10.69,10,25,35,0,0
2010-2011,Mark Giordano,Calgary,82,1349:26:00,1,12,4,13,107,164,252,0.93,0.04,0.53,0.18,0.58,4.76,7.29,11.2,2,23.5,25.5,0,0
2015-2016,Mark Giordano,Calgary,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Mark Katic,New York Islanders,11,146:12:00,0,1,0,1,6,8,9,0,0,0.41,0,0.41,2.46,3.28,3.69,0,33.3,33.3,0,0
2014-2015,Mark Letestu,Columbus,54,527:24:00,6,5,3,11,53,64,83,11.32,0.68,0.57,0.34,1.25,6.03,7.28,9.44,37.5,31.2,68.8,0,0
2013-2014,Mark Letestu,Columbus,82,878:14:00,6,12,9,18,79,104,136,7.59,0.41,0.82,0.61,1.23,5.4,7.11,9.29,23.1,46.2,69.2,0,0
2012-2013,Mark Letestu,Columbus,46,574:33:00,7,12,8,19,68,81,105,10.29,0.73,1.25,0.84,1.98,7.1,8.46,10.97,31.8,54.5,86.4,0,0
2011-2012,Mark Letestu,Columbus,62,729:58:00,7,10,6,17,73,100,128,9.59,0.58,0.82,0.49,1.4,6,8.22,10.52,23.3,33.3,56.7,0,0
2010-2011,Mark Letestu,Pittsburgh,64,718:50:00,9,11,5,20,94,131,171,9.57,0.75,0.92,0.42,1.67,7.85,10.93,14.27,31,37.9,69,0,0
2015-2016,Mark Letestu,Edmonton,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Mark Mancari,Buffalo,20,218:11:00,0,6,2,6,38,46,53,0,0,1.65,0.55,1.65,10.45,12.65,14.57,0,66.7,66.7,0,0
2012-2013,Mark Olver,Colorado,32,276:08:00,4,2,2,6,31,38,47,12.9,0.87,0.43,0.43,1.3,6.74,8.26,10.21,50,25,75,0,0
2011-2012,Mark Olver,Colorado,24,289:01:00,4,3,2,7,25,30,38,16,0.83,0.62,0.42,1.45,5.19,6.23,7.89,50,37.5,87.5,0,0
2010-2011,Mark Olver,Colorado,18,186:24:00,2,7,4,9,22,25,33,9.09,0.64,2.25,1.29,2.9,7.08,8.05,10.62,22.2,77.8,100,0,0
2014-2015,Mark Pysyk,Buffalo,7,114:34:00,2,1,0,3,3,5,7,66.67,1.05,0.52,0,1.57,1.57,2.62,3.67,33.3,16.7,50,0,0
2013-2014,Mark Pysyk,Buffalo,44,675:11:00,0,3,0,3,38,63,85,0,0,0.27,0,0.27,3.38,5.6,7.55,0,16.7,16.7,0,0
2012-2013,Mark Pysyk,Buffalo,19,268:21:00,0,4,2,4,17,25,34,0,0,0.89,0.45,0.89,3.8,5.59,7.6,0,80,80,0,0
2010-2011,Mark Recchi,Boston,81,982:27:00,7,20,10,27,90,113,148,7.78,0.43,1.22,0.61,1.65,5.5,6.9,9.04,14.6,41.7,56.2,0,1
2014-2015,Mark Scheifele,Winnipeg,82,1184:38:00,10,20,10,30,131,181,227,7.63,0.51,1.01,0.51,1.52,6.63,9.17,11.5,19.6,39.2,58.8,0,0
